record_id,community_id,employer_name,locations,sector,recruiting_status,source_url,source_type,first_seen_at,last_seen_at,status,manual_override,review_status,notes
moose-jaw|northwest-child-development,moose-jaw,Northwest Child Development,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|philthy-phillies,moose-jaw,Philthy Phillies,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|pilgrim-inn,moose-jaw,Pilgrim Inn,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|pomme-d-api,moose-jaw,Pomme D’Api,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|potter-s,moose-jaw,Potter’s,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|prairie-donair,moose-jaw,Prairie Donair,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|prairie-south-school-division,moose-jaw,Prairie South School Division,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|providence-place,moose-jaw,Providence Place,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|quality-inn-c-suites,moose-jaw,Quality Inn C Suites,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|ramada,moose-jaw,Ramada,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|red-swan-pizza,moose-jaw,Red Swan Pizza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|repair-assiniboia-family-foods,moose-jaw,Repair Assiniboia Family Foods,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|rockport-carriers,moose-jaw,Rockport Carriers,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|rodo-s-pizza,moose-jaw,Rodo’s Pizza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|sahara-spa,moose-jaw,Sahara Spa,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|seaborn,moose-jaw,Seaborn,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|seeds-smitty-s,moose-jaw,Seeds Smitty’s,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|smooth-42-craft-distillery,moose-jaw,Smooth 42 Craft Distillery,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|soni-auto,moose-jaw,Soni Auto,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|subway-gravelbourg,moose-jaw,Subway Gravelbourg,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|super8-motel,moose-jaw,Super8 Motel,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|taco-time,moose-jaw,Taco Time,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|telefi-wireless,moose-jaw,Telefi Wireless,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|temple-gardens,moose-jaw,Temple Gardens,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|the-church-of-our-lady-citizen-s-all,moose-jaw,The Church of our Lady Citizen’s All,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|the-city-of-moose-jaw,moose-jaw,The City of Moose Jaw,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|the-end-of-the-roll,moose-jaw,The End of the Roll,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|the-royal-plaza,moose-jaw,The Royal Plaza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|the-ymca,moose-jaw,The YMCA,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|thunder-creek-pork,moose-jaw,Thunder Creek Pork,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|thunder-creek-rehabilitation,moose-jaw,Thunder Creek Rehabilitation,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|tim-horton-s,moose-jaw,Tim Horton’s,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|tj-s-pizza,moose-jaw,TJ’s Pizza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|town-n-country,moose-jaw,Town N’ Country,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|trailtech-inc,moose-jaw,TrailTech Inc,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|travelodge,moose-jaw,Travelodge,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|trifon-s-assiniboia,moose-jaw,Trifon’s Assiniboia,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|tunnel-vision-optical,moose-jaw,Tunnel Vision Optical,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|unique-medical-professionals,moose-jaw,Unique Medical Professionals,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|villa-cross-canada-flooring,moose-jaw,Villa Cross Canada Flooring,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|wendy-s,moose-jaw,Wendy’s,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|west-park-apartments,moose-jaw,West Park Apartments,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|western-pizza,moose-jaw,Western Pizza,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|westrum,moose-jaw,Westrum,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|winmar,moose-jaw,WinMar,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|wok-box,moose-jaw,Wok Box,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|wrapture-spa,moose-jaw,Wrapture Spa,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
moose-jaw|xpert-rail-consulting,moose-jaw,Xpert Rail Consulting,"Moose Jaw, SK",,unknown,https://rcip.mjchamber.com/wp-content/uploads/2026/08/designated-employer-list-AUG-26.pdf,pdf,2026-09-10T21:07:40.871Z,2026-09-10T21:07:40.871Z,active,FALSE,new,Multi-column PDF; some names may be merged or split incorrectly.
