record_id,community_id,employer_name,locations,sector,recruiting_status,source_url,source_type,first_seen_at,last_seen_at,status,manual_override,review_status,notes
timmins|ok-tire-timmins,timmins,OK Tire Timmins,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|ontario-northland,timmins,Ontario Northland,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|readyquip-sales-and-service-ltd,timmins,ReadyQuip Sales and Service Ltd.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP/FCIP
timmins|rubino-trucking,timmins,Rubino Trucking,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|rush-truck-centres,timmins,Rush Truck Centres,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|timmins-auto-service,timmins,Timmins Auto Service,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|timmins-hyundai,timmins,Timmins Hyundai,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|timmins-mechanical-solutions-inc,timmins,Timmins Mechanical Solutions Inc.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|timmins-nissan,timmins,Timmins Nissan,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|timmins-towing-recovery-inc,timmins,Timmins Towing & Recovery Inc.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|the-miller-group,timmins,The Miller Group,"Timmins region, ON",Trades and Transport,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|the-miller-group-timmins,timmins,The Miller Group Timmins,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|toromont-cat,timmins,Toromont Cat,"Timmins region, ON",Trades and Transport,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|pinewood-park-motors,timmins,Pinewood Park Motors,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|provost-roofing,timmins,Provost Roofing,"Timmins region, ON",Trades and Transport,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|paul-davis-timmins,timmins,Paul Davis Timmins,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|pepco,timmins,Pepco,"Timmins region, ON",Trades and Transport,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|rick-s-welding,timmins,Rick’s Welding,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|serge-g-d-repair-inc,timmins,Serge G&D Repair Inc.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP/FCIP
timmins|srf-mechanical-inc,timmins,SRF Mechanical Inc.,"Timmins region, ON",Trades and Transport,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|tire-21-ltd-o-a-masters-tire,timmins,Tire 21 Ltd. o/a Masters Tire,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|val-albert-motors,timmins,Val Albert Motors,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: FCIP
timmins|vets-towing-and-recovery-inc,timmins,Vets Towing And Recovery Inc.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|viacore-solution-inc,timmins,Viacore Solution Inc.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|waltco-construction-inc,timmins,Waltco. construction Inc,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|wilson-chevrolet-ltd,timmins,Wilson Chevrolet Ltd.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|wilson-ford-ltd,timmins,Wilson Ford Ltd.,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|winmar,timmins,Winmar,"Timmins region, ON",Trades and Transport,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP/FCIP
timmins|activation-laboratories-ltd-o-a-actlabs,timmins,Activation Laboratories Ltd. o/a Actlabs,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|agnico-eagle-mines-ltd,timmins,Agnico Eagle Mines Ltd.,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|alamos-gold-inc,timmins,Alamos Gold Inc,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|boart-longyear-canada,timmins,Boart Longyear Canada,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|bureau-veritas,timmins,Bureau Veritas,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|columbia-forest-products,timmins,Columbia Forest Products,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: FCIP
timmins|discovery-silver,timmins,Discovery Silver,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|ev-nickel-inc,timmins,EV Nickel Inc.,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|fermes-sansoucy-ltee,timmins,Fermes Sansoucy Ltee,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: FCIP
timmins|glencore-canada-corporation-kidd-operations-gowest-gold-ltd-hancon-mining-divisi,timmins,Glencore Canada Corporation – Kidd Operations Gowest Gold Ltd. Hancon Mining Division Inc.,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|kirkland-lake-forest-products,timmins,Kirkland Lake Forest products,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|lake-shore-gold-pan-american-silver,timmins,Lake Shore Gold – Pan American Silver,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|northern-sun-mining,timmins,Northern Sun Mining,"Timmins region, ON",Natural Resources and Agriculture,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|orbit-garant-drilling-services,timmins,Orbit Garant Drilling Services,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|dumas-contracting-ltd,timmins,Dumas Contracting Ltd.,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|magris-talc-canada,timmins,Magris Talc Canada,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|mcewen-mining,timmins,McEwen Mining,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|millson-forestry-service-inc,timmins,Millson Forestry Service Inc.,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|msalabs,timmins,MSALABS,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|northern-mining-analytical-laboratory-inc-nplh-drilling,timmins,Northern Mining Analytical Laboratory Inc. NPLH Drilling,"Timmins region, ON",Natural Resources and Agriculture,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|caisse-alliance,timmins,Caisse Alliance,"Timmins region, ON","Business, Finance and Administration",not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: FCIP | Listed as [not hiring] on source PDF
timmins|b-g-industrial-services-ltd,timmins,B&G Industrial Services Ltd.,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|burtons-fine-furnishings,timmins,Burtons Fine Furnishings,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|gorf-manufacturing-contracting-ltd,timmins,Gorf Manufacturing Contracting Ltd,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|green-first-forest-products,timmins,Green first Forest Products,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|heath-sherwood,timmins,Heath & Sherwood,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP/FCIP
timmins|ics-lacroix-lumber-inc,timmins,ICS (Lacroix) Lumber Inc.,"Timmins region, ON",Manufacturing and Utilities,not_hiring,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP | Listed as [not hiring] on source PDF
timmins|interfor,timmins,Interfor,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|ontario-ministry-of-natural-resources,timmins,Ontario Ministry of Natural Resources,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|time-limited,timmins,TIME Limited,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
timmins|the-bucket-shop,timmins,The Bucket Shop,"Timmins region, ON",Manufacturing and Utilities,unknown,https://timminsedc.com/wp-content/uploads/2026/07/Designated-Employer-List-Timmins-Regional-RCIP-FCIP.pdf,pdf,2026-09-10T19:44:08.757Z,2026-09-10T19:44:08.757Z,active,FALSE,new,Pilot: RCIP
